Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2016,Tot_Dsg_Unts_2016,Tot_Clms_2016,Avg_Spnd_Per_Dsg_Unt_Wghtd_2016,Avg_Spnd_Per_Clm_2016,Outlier_Flag_2016,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Chg_Avg_Spnd_Per_Dsg_Unt_19_20,CAGR_Avg_Spnd_Per_Dsg_Unt_16_20
Tropicamide,Tropicamide,1,Valeant/Bausch,,,,,,,,,,,,,"$5,728.10","1,273.6",369,$4.78,$15.52,1,"$3,761.06",$498.00,126,$8.84,$29.85,1,$674.50,300,59,$2.31,$11.43,1,-73.90%,-30.49%
"Trospium Chloride","Trospium Chloride",7,Overall,"$2,474,641.45","1,513,117","26,563",$1.64,$93.16,0,"$2,610,579.86","1,807,555.5","31,356",$1.45,$83.26,0,"$1,750,265.97","1,831,465.5","31,844",$0.96,$54.96,0,"$1,662,957.93","$1,954,737.00","33,698",$0.86,$49.35,0,"$1,307,809.23","1,941,282","31,923",$0.68,$40.97,0,-10.35%,-19.64%
"Trospium Chloride","Trospium Chloride",1,"Major Pharmaceu",,,,,,,,,,,,,,,,,,,,,,,,,$927.34,"2,670",44,$0.35,$21.08,1,,0.00%
"Trospium Chloride","Trospium Chloride",1,"Perrigo Co.","$916,164.76","553,821","10,224",$1.65,$89.61,0,"$814,916.01","527,110.5","9,494",$1.55,$85.83,0,"$378,044.74","382,392.5","6,885",$0.99,$54.91,0,"$786,929.42","$860,877.00","15,153",$0.91,$51.93,0,"$624,977.41","853,631","14,351",$0.73,$43.55,0,-19.91%,-18.44%
"Trospium Chloride","Trospium Chloride",1,"Heritage Pharma",,,,,,,"$138,418.78","133,543","1,958",$1.04,$70.69,0,"$153,676.51","212,048","2,847",$0.72,$53.98,0,"$103,436.22","$227,825.00","3,015",$0.45,$34.31,0,"$99,782.53","257,904","3,432",$0.39,$29.07,0,-14.78%,-28.00%
"Trospium Chloride","Trospium Chloride",1,"Exelan Pharmace",,,,,,,"$3,314.18","2,124",37,$1.56,$89.57,1,"$1,675.42","2,784",50,$0.60,$33.51,1,"$2,706.86","$3,330.00",63,$0.81,$42.97,1,"$3,039.48","5,550",87,$0.55,$34.94,0,-32.63%,-29.46%
"Trospium Chloride","Trospium Chloride",1,"Apotex Corp","$44,429.10","26,819",481,$1.66,$92.37,0,"$576,799.41","385,677","6,839",$1.50,$84.34,0,"$446,958.67","456,541","8,185",$0.98,$54.61,0,"$45,822.68","$46,649.00",868,$0.98,$52.79,0,"$7,673.03","12,712",228,$0.60,$33.65,0,-38.55%,-22.31%
"Trospium Chloride","Trospium Chloride",1,"Glenmark Pharma","$1,509,494.63","929,511","15,802",$1.62,$95.53,0,"$888,916.12","634,332","10,771",$1.40,$82.53,0,"$509,023.39","520,172","9,186",$0.98,$55.41,0,"$468,899.46","$546,436.00","9,723",$0.86,$48.23,0,"$368,633.76","539,338","9,117",$0.68,$40.43,0,-20.35%,-19.45%
"Trospium Chloride","Trospium Chloride",1,"Cipla USA, Inc.","$4,552.96","2,966",56,$1.54,$81.30,1,"$188,215.36","124,769","2,257",$1.51,$83.39,0,"$260,887.24","257,528","4,691",$1.01,$55.61,0,"$255,163.29","$269,620.00","4,876",$0.95,$52.33,0,"$202,775.68","269,477","4,664",$0.75,$43.48,0,-20.49%,-16.33%
"Trospium Chloride ER","Trospium Chloride",4,Overall,"$1,011,515.91","217,846","6,924",$4.64,$146.09,0,"$923,988.02","207,811","6,660",$4.45,$138.74,0,"$1,541,337.47","390,863","11,887",$3.95,$129.67,0,"$1,493,750.92","$420,453.00","12,577",$3.57,$118.77,0,"$1,095,897.78","317,852","9,440",$3.46,$116.09,0,-3.15%,-7.12%
"Trospium Chloride ER","Trospium Chloride",1,"Perrigo Co.","$947,051.48","204,783","6,500",$4.62,$145.70,0,"$856,980.41","193,017","6,166",$4.44,$138.98,0,"$562,843.37","138,929","4,441",$4.05,$126.74,0,"$792,986.34","$208,772.00","6,457",$3.80,$122.81,0,"$547,322.22","152,381","4,557",$3.59,$120.11,0,-5.44%,-6.12%
"Trospium Chloride ER","Trospium Chloride",1,"Granules Pharma",,,,,,,,,,,,,,,,,,,,,,,,,"$15,449.30","3,611",110,$4.28,$140.45,1,,0.00%
"Trospium Chloride ER","Trospium Chloride",1,"Bluepoint Labor","$64,464.43","13,063",424,$4.93,$152.04,0,"$67,007.61","14,794",494,$4.53,$135.64,0,"$86,476.48","20,372",714,$4.24,$121.12,0,"$90,698.75","$22,192.00",759,$4.09,$119.50,0,"$86,716.86","22,477",770,$3.86,$112.62,0,-5.60%,-5.97%
"Trospium Chloride ER","Trospium Chloride",1,Actavis/Teva,,,,,,,,,,,,,"$892,017.62","231,562","6,732",$3.85,$132.50,0,"$610,065.83","$189,489.00","5,361",$3.22,$113.80,0,"$446,409.40","139,383","4,003",$3.20,$111.52,0,-0.52%,-8.82%
"True Metrix","Blood-Glucose Control, High",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,$101.66,23,23,$4.42,$4.42,1,,0.00%
"True Metrix","Blood-Glucose Control, High",1,"Nipro Diag/Triv",,,,,,,,,,,,,,,,,,,,,,,,,$101.66,23,23,$4.42,$4.42,1,,0.00%
"True Metrix","Blood-Glucose Control, Low",1,Overall,$76.32,13,12,$5.87,$6.36,1,,,,,,,$149.93,37,36,$4.05,$4.16,1,$235.97,$47.00,37,$5.02,$6.38,1,$158.79,33,33,$4.81,$4.81,1,23.90%,-4.85%
"True Metrix","Blood-Glucose Control, Low",1,"Nipro Diag/Triv",$76.32,13,12,$5.87,$6.36,1,,,,,,,$149.93,37,36,$4.05,$4.16,1,$235.97,$47.00,37,$5.02,$6.38,1,$158.79,33,33,$4.81,$4.81,1,-4.16%,-4.85%
"True Metrix","Blood-Glucose Control, Normal",1,Overall,,,,,,,,,,,,,$68.61,16,15,$4.29,$4.57,1,$136.47,$29.00,29,$4.71,$4.71,1,$159.66,34,34,$4.70,$4.70,1,9.74%,4.65%
"True Metrix","Blood-Glucose Control, Normal",1,"Nipro Diag/Triv",,,,,,,,,,,,,$68.61,16,15,$4.29,$4.57,1,$136.47,$29.00,29,$4.71,$4.71,1,$159.66,34,34,$4.70,$4.70,1,-0.21%,4.65%
"True Metrix Air Glucose Meter","Blood-Glucose Meter",1,Overall,"$19,805.33",107,"1,036",$185.10,$19.12,1,"$16,756.86",127,902,$135.50,$18.58,1,"$19,438.55","1,174","1,174",$16.56,$16.56,1,"$25,634.65","$1,419.00","1,419",$18.07,$18.07,0,"$32,524.48","1,838","1,837",$17.70,$17.71,0,9.11%,-44.39%
"True Metrix Air Glucose Meter","Blood-Glucose Meter",1,"Nipro Diag/Triv","$19,805.33",107,"1,036",$185.10,$19.12,1,"$16,756.86",127,902,$135.50,$18.58,1,"$19,438.55","1,174","1,174",$16.56,$16.56,1,"$25,634.65","$1,419.00","1,419",$18.07,$18.07,0,"$32,524.48","1,838","1,837",$17.70,$17.71,0,-2.05%,-44.39%
"True Metrix Blood Glucose Mtr","Blood-Glucose Meter",1,Overall,"$67,415.32",540,"5,123",$124.84,$13.16,1,"$72,209.09",800,"5,507",$90.26,$13.11,1,"$72,375.12","5,533","5,878",$13.08,$12.31,0,"$66,320.09","$5,221.00","5,218",$12.70,$12.71,0,"$67,642.19","5,723","5,721",$11.82,$11.82,0,-2.89%,-44.53%
"True Metrix Blood Glucose Mtr","Blood-Glucose Meter",1,"Nipro Diag/Triv","$67,415.32",540,"5,123",$124.84,$13.16,1,"$72,209.09",800,"5,507",$90.26,$13.11,1,"$72,375.12","5,533","5,878",$13.08,$12.31,0,"$66,320.09","$5,221.00","5,218",$12.70,$12.71,0,"$67,642.19","5,723","5,721",$11.82,$11.82,0,-6.95%,-44.53%
"True Metrix Glucose Test Strip","Blood Sugar Diagnostic",1,Overall,"$1,167,312.86","618,215","30,097",$1.89,$38.79,1,"$3,220,741.66","4,269,282","82,932",$0.75,$38.84,0,"$6,146,452.90","13,062,379","178,680",$0.47,$34.40,0,"$9,084,019.12","$17,213,890.00","219,628",$0.53,$41.36,0,"$11,714,586.47","23,819,945.333","282,264",$0.49,$41.50,0,12.15%,-28.56%
"True Metrix Glucose Test Strip","Blood Sugar Diagnostic",1,"Nipro Diag/Triv","$1,167,312.86","618,215","30,097",$1.89,$38.79,1,"$3,220,741.66","4,269,282","82,932",$0.75,$38.84,0,"$6,146,452.90","13,062,379","178,680",$0.47,$34.40,0,"$9,084,019.12","$17,213,890.00","219,628",$0.53,$41.36,0,"$11,714,586.47","23,819,945.333","282,264",$0.49,$41.50,0,-6.81%,-28.56%
"True Metrix Go","Blood-Glucose Meter",1,Overall,,,,,,,,,,,,,$95.31,12,12,$7.94,$7.94,1,$163.66,$21.00,21,$7.79,$7.79,1,$346.77,45,45,$7.71,$7.71,1,-1.12%,-1.50%
"True Metrix Go","Blood-Glucose Meter",1,"Nipro Diag/Triv",,,,,,,,,,,,,$95.31,12,12,$7.94,$7.94,1,$163.66,$21.00,21,$7.79,$7.79,1,$346.77,45,45,$7.71,$7.71,1,-1.12%,-1.50%
Truedraw,"Lancing Device",1,Overall,$93.48,13,13,$7.19,$7.19,1,$360.64,65,65,$5.55,$5.55,1,"$1,593.45",431,429,$3.70,$3.71,1,"$2,472.82",$598.00,486,$4.14,$5.09,0,"$3,638.70",759,559,$4.79,$6.51,1,15.93%,-9.64%
Truedraw,"Lancing Device",1,"Nipro Diag/Triv",$93.48,13,13,$7.19,$7.19,1,$360.64,65,65,$5.55,$5.55,1,"$1,593.45",431,429,$3.70,$3.71,1,"$2,472.82",$598.00,486,$4.14,$5.09,0,"$3,638.70",759,559,$4.79,$6.51,1,15.93%,-9.64%
"Trueplus Glucose",Dextrose,1,Overall,,,,,,,,,,,,,$600.72,"7,936",149,$0.08,$4.03,1,"$1,365.32","$11,739.00",229,$0.12,$5.96,1,"$1,174.98","9,894",191,$0.12,$6.15,1,55.58%,27.29%
"Trueplus Glucose",Dextrose,1,"Nipro Diag/Triv",,,,,,,,,,,,,$600.72,"7,936",149,$0.08,$4.03,1,"$1,365.32","$11,739.00",229,$0.12,$5.96,1,"$1,174.98","9,894",191,$0.12,$6.15,1,4.15%,27.29%
"Trueplus Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",1,Overall,"$36,494.36","118,880","2,534",$0.31,$14.40,1,"$42,311.38","137,870","2,827",$0.31,$14.97,1,"$52,169.99","298,887","3,152",$0.17,$16.55,0,"$55,516.21","$319,719.00","3,476",$0.17,$15.97,0,"$87,840.72","474,050","5,019",$0.19,$17.50,0,6.72%,-12.01%
"Trueplus Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",1,"Nipro Diag/Triv","$36,494.36","118,880","2,534",$0.31,$14.40,1,"$42,311.38","137,870","2,827",$0.31,$14.97,1,"$52,169.99","298,887","3,152",$0.17,$16.55,0,"$55,516.21","$319,719.00","3,476",$0.17,$15.97,0,"$87,840.72","474,050","5,019",$0.19,$17.50,0,6.72%,-12.01%
"Trueplus Insulin Syringe","Syringe And Needle,Insulin,1ml",1,Overall,"$81,446.43","338,063","6,091",$0.24,$13.37,0,"$105,245.27","379,218","7,173",$0.28,$14.67,0,"$151,661.03","861,893","9,583",$0.18,$15.83,0,"$156,618.91","$896,846.00","10,244",$0.17,$15.29,0,"$164,617.02","903,736","9,942",$0.18,$16.56,0,4.35%,-6.93%
"Trueplus Insulin Syringe","Syringe And Needle,Insulin,1ml",1,"Nipro Diag/Triv","$81,446.43","338,063","6,091",$0.24,$13.37,0,"$105,245.27","379,218","7,173",$0.28,$14.67,0,"$151,661.03","861,893","9,583",$0.18,$15.83,0,"$156,618.91","$896,846.00","10,244",$0.17,$15.29,0,"$164,617.02","903,736","9,942",$0.18,$16.56,0,4.35%,-6.93%
"Trueplus Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",1,Overall,"$83,883.00","301,052.94","6,116",$0.28,$13.72,1,"$104,234.78","307,164","7,004",$0.34,$14.88,0,"$140,193.23","801,661","8,401",$0.17,$16.69,0,"$141,559.82","$786,847.00","8,511",$0.18,$16.63,0,"$184,303.98","979,933","10,417",$0.19,$17.69,0,4.65%,-9.51%
"Trueplus Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",1,"Nipro Diag/Triv","$83,883.00","301,052.94","6,116",$0.28,$13.72,1,"$104,234.78","307,164","7,004",$0.34,$14.88,0,"$140,193.23","801,661","8,401",$0.17,$16.69,0,"$141,559.82","$786,847.00","8,511",$0.18,$16.63,0,"$184,303.98","979,933","10,417",$0.19,$17.69,0,4.65%,-9.51%
"Trueplus Ketone Test Strip","Urine Acetone Test,Strips",1,Overall,,,,,,,,,,,,,"$30,166.72","278,141","4,351",$0.11,$6.93,1,"$38,460.85","$339,000.00","5,171",$0.11,$7.44,0,"$38,763.32","410,530","5,959",$0.09,$6.51,0,4.61%,-6.69%
"Trueplus Ketone Test Strip","Urine Acetone Test,Strips",1,"Nipro Diag/Triv",,,,,,,,,,,,,"$30,166.72","278,141","4,351",$0.11,$6.93,1,"$38,460.85","$339,000.00","5,171",$0.11,$7.44,0,"$38,763.32","410,530","5,959",$0.09,$6.51,0,-16.77%,-6.69%
"Trueplus Lancet",Lancets,1,Overall,,,,,,,,,,,,,$185.33,"1,375",14,$0.13,$13.24,1,"$8,141.84","$36,115.00",361,$0.23,$22.55,1,"$10,333.70","48,314",479,$0.21,$21.57,0,67.26%,25.97%
"Trueplus Lancet",Lancets,1,"Nipro Diag/Triv",,,,,,,,,,,,,$185.33,"1,375",14,$0.13,$13.24,1,"$8,141.84","$36,115.00",361,$0.23,$22.55,1,"$10,333.70","48,314",479,$0.21,$21.57,0,-5.13%,25.97%
"Trueplus Lancets",Lancets,1,Overall,"$94,952.36","841,607","17,336",$0.11,$5.48,1,"$123,699.62","937,579","20,868",$0.15,$5.93,0,"$249,417.69","5,854,357.667","57,753",$0.04,$4.32,0,"$449,075.05","$7,750,738.00","75,825",$0.06,$5.92,0,"$729,925.39","11,357,685.083","109,203",$0.06,$6.68,0,36.22%,-13.23%
"Trueplus Lancets",Lancets,1,"Nipro Diag/Triv","$94,952.36","841,607","17,336",$0.11,$5.48,1,"$123,699.62","937,579","20,868",$0.15,$5.93,0,"$249,417.69","5,854,357.667","57,753",$0.04,$4.32,0,"$449,075.05","$7,750,738.00","75,825",$0.06,$5.92,0,"$729,925.39","11,357,685.083","109,203",$0.06,$6.68,0,10.89%,-13.23%
"Trueplus Pen Needle","Pen Needle, Diabetic",1,Overall,,,,,,,"$9,198.71","37,630",408,$0.25,$22.55,1,"$99,660.52","598,339.996","5,875",$0.17,$16.96,0,"$316,856.69","$1,428,276.98","14,140",$0.22,$22.41,0,"$366,486.91","1,645,645","16,871",$0.22,$21.72,0,33.39%,-3.41%
"Trueplus Pen Needle","Pen Needle, Diabetic",1,"Nipro Diag/Triv",,,,,,,"$9,198.71","37,630",408,$0.25,$22.55,1,"$99,660.52","598,339.996","5,875",$0.17,$16.96,0,"$316,856.69","$1,428,276.98","14,140",$0.22,$22.41,0,"$366,486.91","1,645,645","16,871",$0.22,$21.72,0,0.39%,-3.41%
"Truetrack Test Strip","Blood Sugar Diagnostic",1,Overall,"$10,625.91","13,785",298,$0.77,$35.66,1,"$6,475.75","314,084",179,$0.02,$36.18,1,"$14,139.86","32,003",409,$0.44,$34.57,0,"$16,109.75","$33,025.00",554,$0.49,$29.08,0,"$9,315.56","22,175",376,$0.42,$24.78,0,10.41%,-14.08%
"Truetrack Test Strip","Blood Sugar Diagnostic",1,"Nipro Diag/Triv","$10,625.91","13,785",298,$0.77,$35.66,1,"$6,475.75","314,084",179,$0.02,$36.18,1,"$14,139.86","32,003",409,$0.44,$34.57,0,"$16,109.75","$33,025.00",554,$0.49,$29.08,0,"$9,315.56","22,175",376,$0.42,$24.78,0,-13.88%,-14.08%
Trulance,Plecanatide,2,Overall,,,,,,,,,,,,,"$7,354,637.13","619,080","19,874",$11.88,$370.06,0,"$17,062,894.16","$1,264,089.00","39,679",$13.50,$430.02,0,"$19,806,316.70","1,399,002","41,867",$14.16,$473.08,0,13.62%,9.16%
Trulance,Plecanatide,1,Synergy/Bausch,,,,,,,,,,,,,"$7,354,637.13","619,080","19,874",$11.88,$370.06,0,"$17,062,894.16","$1,264,089.00","39,679",$13.50,$430.02,0,"$17,464,155.36","1,234,213","37,206",$14.15,$469.39,0,4.83%,9.14%
Trulance,Plecanatide,1,"Salix Pharmaceu",,,,,,,,,,,,,,,,,,,,,,,,,"$2,342,161.34","164,789","4,661",$14.21,$502.50,0,,0.00%
Trulicity,Dulaglutide,1,Overall,"$29,023,465.86","97,458.25","47,387",$297.80,$612.48,0,"$96,454,733.52","294,909.21","142,608",$327.07,$676.36,0,"$197,332,391.71","603,062.75","292,826",$327.22,$673.89,0,"$357,242,608.04","$970,014.50","463,050",$368.29,$771.50,0,"$566,168,580.96","1,473,705.5","674,256",$384.18,$839.69,0,12.55%,6.57%
Trulicity,Dulaglutide,1,"Eli Lilly & Co.","$29,023,465.86","97,458.25","47,387",$297.80,$612.48,0,"$96,454,733.52","294,909.21","142,608",$327.07,$676.36,0,"$197,332,391.71","603,062.75","292,826",$327.22,$673.89,0,"$357,242,608.04","$970,014.50","463,050",$368.29,$771.50,0,"$566,168,580.96","1,473,705.5","674,256",$384.18,$839.69,0,4.31%,6.57%
Trusopt,"Dorzolamide HCl",1,Overall,"$43,399.66","5,369",525,$8.08,$82.67,0,"$13,372.79","2,126",183,$6.29,$73.08,0,"$33,609.60","5,358",519,$6.27,$64.76,0,"$7,304.70","$1,431.00",139,$5.10,$52.55,0,"$5,020.74","1,035",104,$4.85,$48.28,0,-4.97%,-11.98%
Trusopt,"Dorzolamide HCl",1,"Merck Sharp & D","$43,399.66","5,369",525,$8.08,$82.67,0,"$13,372.79","2,126",183,$6.29,$73.08,0,"$33,609.60","5,358",519,$6.27,$64.76,0,"$7,304.70","$1,431.00",139,$5.10,$52.55,0,"$5,020.74","1,035",104,$4.85,$48.28,0,-4.97%,-11.98%
Truvada,"Emtricitabine/Tenofovir (Tdf)",1,Overall,"$764,528,004.68","15,334,565.075","507,119",$49.86,"$1,507.59",0,"$590,684,940.48","11,515,822.5","376,302",$51.29,"$1,569.71",0,"$468,157,127.96","9,575,916","306,494",$48.89,"$1,527.46",1,"$472,869,944.05","$8,332,597.03","261,126",$56.75,"$1,810.89",0,"$329,451,060.17","5,620,640","168,666",$58.61,"$1,953.27",0,16.08%,4.13%
Truvada,"Emtricitabine/Tenofovir (Tdf)",1,"Gilead Sciences","$764,528,004.68","15,334,565.075","507,119",$49.86,"$1,507.59",0,"$590,684,940.48","11,515,822.5","376,302",$51.29,"$1,569.71",0,"$468,157,127.96","9,575,916","306,494",$48.89,"$1,527.46",1,"$472,869,944.05","$8,332,597.03","261,126",$56.75,"$1,810.89",0,"$329,451,060.17","5,620,640","168,666",$58.61,"$1,953.27",0,3.29%,4.13%
Truxima,Rituximab-Abbs,1,Overall,,,,,,,,,,,,,,,,,,,"$540,757.50","$2,912.00",53,$185.70,"$10,202.97",1,"$17,201,386.18","211,488","3,907",$81.34,"$4,402.71",0,-56.20%,-56.20%
Truxima,Rituximab-Abbs,1,"Cephalon,Inc.-T",,,,,,,,,,,,,,,,,,,"$540,757.50","$2,912.00",53,$185.70,"$10,202.97",1,"$17,201,386.18","211,488","3,907",$81.34,"$4,402.71",0,-56.20%,-56.20%
"Tuberculin Syringe","Syringe With Needle, 1 Ml",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,$205.89,214,21,$1.44,$9.80,1,,0.00%
"Tuberculin Syringe","Syringe With Needle, 1 Ml",1,"Bd Medical Surg",,,,,,,,,,,,,,,,,,,,,,,,,$205.89,214,21,$1.44,$9.80,1,,0.00%
Tubersol,"Tuberculin,Purif.Prot.Deriv.",1,Overall,"$6,673.83","1,228.41",858,$5.43,$7.78,1,"$8,178.91","2,031.02",777,$4.03,$10.53,1,"$17,596.35",709.52,844,$24.80,$20.85,1,"$9,630.73",$199.30,225,$48.32,$42.80,1,"$3,178.18",93,129,$34.17,$24.64,1,94.85%,58.37%
Tubersol,"Tuberculin,Purif.Prot.Deriv.",1,Sanofi-Pasteur,"$6,673.83","1,228.41",858,$5.43,$7.78,1,"$8,178.91","2,031.02",777,$4.03,$10.53,1,"$17,596.35",709.52,844,$24.80,$20.85,1,"$9,630.73",$199.30,225,$48.32,$42.80,1,"$3,178.18",93,129,$34.17,$24.64,1,-29.28%,58.37%
"Tudorza Pressair","Aclidinium Bromide",3,Overall,"$53,027,251.12","136,628.334","180,283",$388.11,$294.13,0,"$33,759,317.69","80,768.549","107,898",$417.98,$312.88,0,"$18,909,210.69","42,717.093","57,727",$442.66,$327.56,0,"$10,769,472.32","$22,823.50","30,811",$473.00,$349.53,0,"$11,797,521.55","16,586.58","22,167",$711.39,$532.21,0,50.40%,16.36%
"Tudorza Pressair","Aclidinium Bromide",1,Circassia/Astra,,,,,,,,,,,,,,,,,,,,,,,,,"$11,644,661.28","16,253.3","21,731",$716.45,$535.85,0,,0.00%
"Tudorza Pressair","Aclidinium Bromide",1,Astrazeneca,"$53,027,251.12","136,628.334","180,283",$388.11,$294.13,0,"$33,759,317.69","80,768.549","107,898",$417.98,$312.88,0,"$18,909,210.69","42,717.093","57,727",$442.66,$327.56,0,"$10,106,026.08","$21,475.38","27,363",$470.59,$369.33,0,"$144,083.96",314.56,389,$458.05,$370.40,0,-2.66%,4.23%
"Tudorza Pressair","Aclidinium Bromide",1,Astra/Circassia,,,,,,,,,,,,,,,,,,,"$663,446.24","$1,348.12","3,448",$492.13,$192.41,0,"$8,776.31",18.72,47,$468.82,$186.73,0,-4.74%,-4.74%
Tukysa,Tucatinib,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$13,248,198.77","91,212",795,$146.35,"$16,664.40",0,,0.00%
Tukysa,Tucatinib,1,"Seattle Genetic",,,,,,,,,,,,,,,,,,,,,,,,,"$13,248,198.77","91,212",795,$146.35,"$16,664.40",0,,0.00%
Tulana,Norethindrone,1,Overall,,,,,,,,,,,,,"$112,164.09","153,605.322","2,706",$0.73,$41.45,0,"$541,458.45","$494,435.24","8,555",$1.10,$63.29,0,"$619,735.93","495,846.906","8,304",$1.25,$74.63,0,49.97%,30.83%
Tulana,Norethindrone,1,"Afaxys, Inc.",,,,,,,,,,,,,"$112,164.09","153,605.322","2,706",$0.73,$41.45,0,"$541,458.45","$494,435.24","8,555",$1.10,$63.29,0,"$619,735.93","495,846.906","8,304",$1.25,$74.63,0,14.13%,30.83%
Turalio,"Pexidartinib Hydrochloride",1,Overall,,,,,,,,,,,,,,,,,,,"$267,076.97","$1,620.00",15,$164.86,"$17,805.13",1,"$1,778,384.44","10,697",109,$166.25,"$16,315.45",0,0.84%,0.84%
Turalio,"Pexidartinib Hydrochloride",1,"Daiichi Sankyo,",,,,,,,,,,,,,,,,,,,"$267,076.97","$1,620.00",15,$164.86,"$17,805.13",1,"$1,778,384.44","10,697",109,$166.25,"$16,315.45",0,0.84%,0.84%
Tusnel-Ex,Guaifenesin,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$2,904.69","28,561",159,$0.10,$18.27,1,,0.00%
Tusnel-Ex,Guaifenesin,1,"Llorens Pharm",,,,,,,,,,,,,,,,,,,,,,,,,"$2,904.69","28,561",159,$0.10,$18.27,1,,0.00%
"Tussin DM Max",Guaifenesin/Dextromethorphan,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,$26.76,"5,020",17,$0.01,$1.57,1,,0.00%
"Tussin DM Max",Guaifenesin/Dextromethorphan,1,"Sm-Strategic So",,,,,,,,,,,,,,,,,,,,,,,,,$26.76,"5,020",17,$0.01,$1.57,1,,0.00%
Tussionex,"Hydrocodone/Chlorphen P-Stirex",1,Overall,"$228,821.83","170,175.51","1,099",$1.34,$208.21,0,"$49,373.09","37,208",313,$1.33,$157.74,0,"$15,921.51","11,817.296",157,$1.35,$101.41,1,"$1,629.48","$1,179.00",27,$1.38,$60.35,1,$49.42,19,15,$2.60,$3.29,1,88.20%,17.93%
Tussionex,"Hydrocodone/Chlorphen P-Stirex",1,"UCB Pharma","$228,821.83","170,175.51","1,099",$1.34,$208.21,0,"$49,373.09","37,208",313,$1.33,$157.74,0,"$15,921.51","11,817.296",157,$1.35,$101.41,1,"$1,629.48","$1,179.00",27,$1.38,$60.35,1,$49.42,19,15,$2.60,$3.29,1,88.20%,17.93%
Tybost,Cobicistat,1,Overall,"$139,851.37","21,747",700,$6.43,$199.79,0,"$157,516.78","22,748",738,$6.92,$213.44,0,"$136,145.49","20,209",662,$6.74,$205.66,0,"$126,363.83","$16,723.00",545,$7.56,$231.86,0,"$92,440.23","11,388",363,$8.12,$254.66,0,12.16%,6.00%
Tybost,Cobicistat,1,"Gilead Sciences","$139,851.37","21,747",700,$6.43,$199.79,0,"$157,516.78","22,748",738,$6.92,$213.44,0,"$136,145.49","20,209",662,$6.74,$205.66,0,"$126,363.83","$16,723.00",545,$7.56,$231.86,0,"$92,440.23","11,388",363,$8.12,$254.66,0,7.42%,6.00%
Tydemy,"Drospir/Eth Estra/Levomefol Ca",1,Overall,,,,,,,,,,,,,"$33,743.76","7,364",205,$4.58,$164.60,0,"$35,496.41","$9,436.00",268,$3.76,$132.45,0,"$47,264.16","12,152",294,$3.89,$160.76,0,3.39%,-7.87%
Tydemy,"Drospir/Eth Estra/Levomefol Ca",1,"Lupin Pharmaceu",,,,,,,,,,,,,"$33,743.76","7,364",205,$4.58,$164.60,0,"$35,496.41","$9,436.00",268,$3.76,$132.45,0,"$47,264.16","12,152",294,$3.89,$160.76,0,3.39%,-7.87%
Tygacil,Tigecycline,2,Overall,,,,,,,"$2,144,726.19","18,647.653","2,051",$119.16,"$1,045.70",1,"$1,271,211.36","9,416.546","1,592",$142.75,$798.50,0,"$936,121.67","$8,878.02","1,131",$107.24,$827.69,0,"$316,639.86","3,291.64",485,$115.18,$652.87,0,7.40%,-1.13%
Tygacil,Tigecycline,1,Wyeth/Pfizer,,,,,,,"$2,105,505.07","17,528.653","2,028",$120.12,"$1,038.22",1,"$1,033,924.80","6,890.726","1,385",$150.05,$746.52,0,"$552,778.48","$4,869.08",734,$113.53,$753.10,1,"$272,054.17","2,153.64",423,$126.32,$643.15,0,11.27%,1.69%
Tygacil,Tigecycline,1,Wyeth-Prepr/Pfi,,,,,,,"$39,221.12","1,119",23,$35.05,"$1,705.27",1,"$237,286.56","2,525.82",207,$93.94,"$1,146.31",1,"$383,343.19","$4,008.94",397,$95.62,$965.60,1,"$44,585.69","1,138",62,$39.18,$719.12,1,-59.03%,3.78%
